,_id,brand.name,sim_basket_price,expensive_list,regular_price,offer_price,basket_price,discount,discount_diff,competition,comp_basket_price
19,5da81e076504fb65da0036f5,ancient greek sandals,[138.0],['5d0cc7b68a66a100014acdb0'],140,140,145,0,5.072463768,5d0cc7b68a66a100014acdb0,138
20,5da81decb25b035d1d17ac92,castañer,[85.0],['5da94e940ffeca000172b12a'],85,85,90,0,5.882352941,5da94e940ffeca000172b12a,85
21,5da81abeb25b035d1d17a4d6,jimmy choo,[0],[0],450,450,450,0,0,0,0
22,5da81d657f3e301b4504b6d4,giuseppe zanotti,[540.0],['5d0cc7b68a66a100014acdb0'],550,550,550,0,1.851851852,5d0cc7b68a66a100014acdb0,540
23,5da81d70b25b035d1d17ac26,balenciaga,[0],[0],1650,1650,1650,0,0,0,0
24,5da820116504fb65cea70298,loewe,[603.0],['5da94ef80ffeca000172b12c'],1995,1995,1995,0,230.8457711,5da94ef80ffeca000172b12c,603
25,5da81f227861c2af6a5a9469,prada,[294.0],['5da94e940ffeca000172b12a'],460,460,460,0,56.46258503,5da94e940ffeca000172b12a,294
26,5db80fbed5424ee1f335237b,saint laurent,[0],[0],685,685,685,0,0,0,0
27,5da81b4d6504fb65cea70096,gucci,[0],[0],295,295,295,0,0,0,0
28,5db8110dd5424ee1f3352ce0,gucci,[175.0],['5da94e940ffeca000172b12a'],175,175,180,0,2.857142857,5da94e940ffeca000172b12a,175
29,5da81ef4b25b035d1d17b16e,gucci,[0],[0],1690,1690,1690,0,0,0,0
30,5da81cfa7861c2af6a5a8a86,gucci,[0],[0],445,445,445,0,0,0,0
31,5da81f2a7861c2af6a5a9519,gucci,[0],[0],715,715,715,0,0,0,0
32,5da82193465e00845f490c87,gucci,[0],[0],450,450,450,0,0,0,0
33,5da8221a6504fb65da005a8b,gucci,[1800.0],['5da94e940ffeca000172b12a'],2250,2250,2250,0,25,5da94e940ffeca000172b12a,1800
34,5da821b4b25b035d1d17ba17,gucci,[0],[0],445,445,445,0,0,0,0
35,5da82248465e00845f490d33,gucci,[0],[0],1790,1790,1790,0,0,0,0
36,5da8219e6504fb65da00511c,gucci,[0],[0],990,990,990,0,0,0,0
37,5da81d967861c2af6a5a907d,gucci,[320.0],['5da94ef80ffeca000172b12c'],445,445,445,0,39.0625,5da94ef80ffeca000172b12c,320
38,5da822ad7f3e301b4504bb61,prada,[602.0],['5da94e940ffeca000172b12a'],1205,1205,1205,0,100.166113,5da94e940ffeca000172b12a,602
39,5da821c76504fb65da0054fe,prada,[249.0],['5da94e940ffeca000172b12a'],415,415,415,0,66.66666667,5da94e940ffeca000172b12a,249
40,5da821c2b25b035d1d17baa1,dodo bar or,[301.0],['5da94e940ffeca000172b12a'],800,560,560,240,86.04651163,5da94e940ffeca000172b12a,301
41,5da821cdb25b035d1d17bb9d,matteau,[32.0],['5da94ef80ffeca000172b12c'],73.5,73.5,78.5,0,145.3125,5da94ef80ffeca000172b12c,32
42,5da8210e465e00845f490c63,prada,[0],[0],535,535,535,0,0,0,0
43,5da820eb7861c2af6a5a971b,jennifer chamandi,[293.0],['5d0cc7b68a66a100014acdb0'],580,348,348,232,18.77133106,5d0cc7b68a66a100014acdb0,293
44,5da820ff6504fb65da004569,jennifer chamandi,[240.0],['5d0cc7b68a66a100014acdb0'],470,470,470,0,95.83333333,5d0cc7b68a66a100014acdb0,240
45,5da81e377f3e301b4504b87f,golden goose,[300.0],['5da94e940ffeca000172b12a'],310,310,310,0,3.333333333,5da94e940ffeca000172b12a,300
46,5da81ee17861c2af6a5a9145,golden goose,[295.0],['5da94e940ffeca000172b12a'],300,300,300,0,1.694915254,5da94e940ffeca000172b12a,295
47,5da81c1db25b035d1d17a9ba,aesop,[0],[0],57,57,62,0,0,0,0
48,5da81d967861c2af6a5a906f,rag & bone,[0],[0],94.5,94.5,99.5,0,0,0,0
49,5db8110cd5424ee1f3352cb4,spanx,[0],[0],32.5,32.5,37.5,0,0,0,0
50,5da81ea66504fb65cea701e3,common projects,[330.0],['5d0cc7b68a66a100014acdb0'],340,340,340,0,3.03030303,5d0cc7b68a66a100014acdb0,330
51,5db81116d5424ee1f3352e6a,stuart weitzman,[365.0],['5da94f4e6d97010001f81d72'],375,375,375,0,2.739726027,5da94f4e6d97010001f81d72,365
52,5da822166504fb65da005a49,stuart weitzman,[0],[0],375,375,375,0,0,0,0
53,5da81accb25b035d1d17a54a,stuart weitzman,[0],[0],375,375,375,0,0,0,0
54,5da81d657f3e301b4504b6fd,wolford,[0],[0],130,130,135,0,0,0,0
55,5da820ec6504fb65da004362,balenciaga,[530.0],['5da94ef80ffeca000172b12c'],540,540,540,0,1.886792453,5da94ef80ffeca000172b12c,530
56,5da81fa5465e00845f490bc1,balenciaga,[0],[0],525,525,525,0,0,0,0
57,5da81a487d3a9baa211f7eee,christian louboutin,[0],[0],1065,1065,1065,0,0,0,0
58,5da81d5b7f3e301b4504b676,christian louboutin,[1540.0],['5da94e940ffeca000172b12a'],1545,1545,1545,0,0.324675325,5da94e940ffeca000172b12a,1540
59,5da822256504fb65da005b56,moncler,[0],[0],340,340,340,0,0,0,0
60,5da81c026504fb65cea700eb,christian louboutin,[0],[0],525,525,525,0,0,0,0
61,5dc08708660ff53db02202cd,christian louboutin,[785.0],['5da94e940ffeca000172b12a'],985,985,985,0,25.47770701,5da94e940ffeca000172b12a,785
62,5da8217c6504fb65cea70361,christian louboutin,[785.0],['5da94e940ffeca000172b12a'],985,985,985,0,25.47770701,5da94e940ffeca000172b12a,785
63,5da81ad47861c2af6a5a8431,gianvito rossi,[0],[0],500,500,500,0,0,0,0
64,5da81e97b25b035d1d17b063,givenchy,[0],[0],410,410,410,0,0,0,0
65,5da81ad47861c2af6a5a8445,givenchy,[270.0],['5da94f4e6d97010001f81d72'],435,435,435,0,61.11111111,5da94f4e6d97010001f81d72,270
66,5db81237d5424ee1f3353697,givenchy,[0],[0],435,435,435,0,0,0,0
67,5db8110bd5424ee1f3352c88,spanx,[83.0],['5da94f4e6d97010001f81d72'],80,80,85,0,2.409638554,5da94f4e6d97010001f81d72,83
68,5da81ad47861c2af6a5a843c,spanx,[83.0],['5da94f4e6d97010001f81d72'],80,80,85,0,2.409638554,5da94f4e6d97010001f81d72,83
69,5da820cc6504fb65da00419d,fendi,[0],[0],903,903,903,0,0,0,0
70,5da820256504fb65c4de4088,sophia webster,[0],[0],295,147.5,152.5,147.5,0,0,0
71,5da820ff6504fb65da00455c,aquazzura,[0],[0],620,620,620,0,0,0,0
72,5da81f2a7861c2af6a5a94cc,aquazzura,[0],[0],620,620,620,0,0,0,0
73,5da821aa7d3a9baa211f8575,aquazzura,[0],[0],530,530,530,0,0,0,0
74,5da8201f6504fb65d41c58b5,chloé,[0],[0],535,374.5,374.5,160.5,0,0,0
75,5da8204d6504fb65da003964,chloé,[0],[0],440,308,308,132,0,0,0
76,5db81237d5424ee1f3353698,chloé,[0],[0],435,435,435,0,0,0,0
77,5da820926504fb65da003d2c,chloé,[0],[0],550,550,550,0,0,0,0
78,5da821186504fb65d41c58cc,chloé,[0],[0],420,252,252,168,0,0,0
79,5da821fa6504fb65da00579c,alexander wang,[1288.0],['5d0cc7b68a66a100014acdb0'],1300,1300,1300,0,0.931677019,5d0cc7b68a66a100014acdb0,1288
80,5da821ed6504fb65da005620,alexander wang,[522.0],['5da94f270ffeca000172b12e'],580,580,580,0,11.11111111,5da94f270ffeca000172b12e,522
81,5da81cde7861c2af6a5a88b8,prada,[0],[0],645,645,645,0,0,0,0
82,5da821186504fb65d41c58d4,prada,[553.0],['5da94e940ffeca000172b12a'],795,795,795,0,43.76130199,5da94e940ffeca000172b12a,553
83,5da820986504fb65da003ded,prada,[0],[0],515,515,515,0,0,0,0
84,5da81f457861c2af6a5a9592,prada,[448.0],['5da94e940ffeca000172b12a'],645,645,645,0,43.97321429,5da94e940ffeca000172b12a,448
85,5da81e97b25b035d1d17b0ae,prada,[402.0],['5da94e940ffeca000172b12a'],580,580,580,0,44.27860697,5da94e940ffeca000172b12a,402
86,5da820df6504fb65da0042db,prada,[0],[0],580,580,580,0,0,0,0
87,5da820db6504fb65da00425a,prada,[318.0],['5da94e940ffeca000172b12a'],460,460,460,0,44.65408805,5da94e940ffeca000172b12a,318
88,5da820e66504fb65da004324,prada,[451.0],['5da94e940ffeca000172b12a'],515,515,515,0,14.19068736,5da94e940ffeca000172b12a,451
89,5da821396504fb65da0049c6,prada,[346.0],['5da94e940ffeca000172b12a'],555,555,555,0,60.40462428,5da94e940ffeca000172b12a,346
90,5da820826504fb65da003c18,prada,[427.0],['5da94e940ffeca000172b12a'],610,610,610,0,42.85714286,5da94e940ffeca000172b12a,427
91,5da820f96504fb65da0044b6,prada,[385.0],['5da94e940ffeca000172b12a'],555,555,555,0,44.15584416,5da94e940ffeca000172b12a,385
92,5da81f2a7861c2af6a5a94fb,isabel marant,[0],[0],460,460,460,0,0,0,0
93,5da820956504fb65da003d8f,isabel marant,[0],[0],276.5,276.5,276.5,0,0,0,0
94,5da820c96504fb65da004139,isabel marant,[0],[0],390,390,390,0,0,0,0
95,5da81ef27861c2af6a5a91fb,isabel marant,[0],[0],480,288,288,192,0,0,0
96,5da81cd67861c2af6a5a884d,isabel marant,[339.0],['5da94e940ffeca000172b12a'],570,570,570,0,68.14159292,5da94e940ffeca000172b12a,339
97,5da81ad87d3a9baa211f7ffa,gucci,[0],[0],355,355,355,0,0,0,0
98,5da8209c6504fb65da003e8a,gucci,[0],[0],445,445,445,0,0,0,0
99,5da820956504fb65da003d9e,gucci,"[410.0, 430.0, 425.0]","['5da94f4e6d97010001f81d72', '5d0cc7b68a66a100014acdb0', '5da94e940ffeca000172b12a']",445,445,445,0,8.536585366,5da94f4e6d97010001f81d72,410
100,5da820956504fb65da003d9e,gucci,"[410.0, 430.0, 425.0]","['5da94f4e6d97010001f81d72', '5d0cc7b68a66a100014acdb0', '5da94e940ffeca000172b12a']",445,445,445,0,3.488372093,5d0cc7b68a66a100014acdb0,430
101,5da820956504fb65da003d9e,gucci,"[410.0, 430.0, 425.0]","['5da94f4e6d97010001f81d72', '5d0cc7b68a66a100014acdb0', '5da94e940ffeca000172b12a']",445,445,445,0,4.705882353,5da94e940ffeca000172b12a,425
102,5da820ad6504fb65da004078,gucci,[525.0],['5da94e940ffeca000172b12a'],530,530,530,0,0.952380952,5da94e940ffeca000172b12a,525
103,5da821ba6504fb65da0053ef,gucci,[0],[0],450,450,450,0,0,0,0
104,5da81b247f3e301b4504b471,gucci,[350.0],['5da94e940ffeca000172b12a'],495,495,495,0,41.42857143,5da94e940ffeca000172b12a,350
105,5da816f86504fb65cea6fed4,gucci,[0],[0],355,355,355,0,0,0,0
106,5da820c66504fb65cea70313,gucci,[0],[0],530,530,530,0,0,0,0
107,5da820a66504fb65da003fcc,gucci,[0],[0],885,885,885,0,0,0,0
108,5da81f0b7f3e301b4504b9bc,gucci,[790.0],['5da94e940ffeca000172b12a'],795,795,795,0,0.632911392,5da94e940ffeca000172b12a,790
109,5da820f56504fb65da00443b,gucci,[625.0],['5da94e940ffeca000172b12a'],630,630,630,0,0.8,5da94e940ffeca000172b12a,625
110,5da81e377f3e301b4504b8a3,gucci,[0],[0],225,225,225,0,0,0,0
111,5da819ea6504fb65d41c5571,chloé,[0],[0],896,896,896,0,0,0,0
112,5dc1c18bb032d021f8811eda,chloé,[0],[0],570,570,570,0,0,0,0
113,5da821b16504fb65da005330,prada,[1373.0],['5d0cc7b68a66a100014acdb0'],2735,2735,2735,0,99.19883467,5d0cc7b68a66a100014acdb0,1373
114,5da821b4b25b035d1d17ba07,prada,[0],[0],5100,5100,5100,0,0,0,0
115,5da821186504fb65d41c58ce,prada,[880.0],['5da94ef80ffeca000172b12c'],2270,2270,2270,0,157.9545455,5da94ef80ffeca000172b12c,880
116,5da821a96504fb65da005273,prada,[665.0],['5d0cc7b68a66a100014acdb0'],1065,1065,1065,0,60.15037594,5d0cc7b68a66a100014acdb0,665
117,5da821ad6504fb65da0052f0,prada,[1267.0],['5da94e940ffeca000172b12a'],1810,1810,1810,0,42.85714286,5da94e940ffeca000172b12a,1267
118,5da821ca6504fb65da00555c,prada,[446.0],['5d0cc7b68a66a100014acdb0'],735,735,735,0,64.79820628,5d0cc7b68a66a100014acdb0,446
119,5da821e5b25b035d1d17bd41,prada,[336.0],['5da94e940ffeca000172b12a'],480,480,480,0,42.85714286,5da94e940ffeca000172b12a,336
120,5da822607d3a9baa211f8617,prada,[315.0],['5da94e940ffeca000172b12a'],455,455,455,0,44.44444444,5da94e940ffeca000172b12a,315
121,5da8218fb25b035d1d17b7d5,prada,[287.0],['5da94e940ffeca000172b12a'],605,605,605,0,110.8013937,5da94e940ffeca000172b12a,287
122,5da822446504fb65c4de4166,prada,[246.0],['5da94e940ffeca000172b12a'],415,415,415,0,68.69918699,5da94e940ffeca000172b12a,246
123,5da81eeb7861c2af6a5a91a2,gucci,[0],[0],875,875,875,0,0,0,0
124,5da81f5b6504fb65cea701fb,gucci,[0],[0],315,315,315,0,0,0,0
125,5da820e66504fb65da004349,roger vivier,[0],[0],485,485,485,0,0,0,0
126,5da81c30b25b035d1d17a9cd,gucci,[0],[0],850,850,850,0,0,0,0
127,5dc577fabe447bd5047ccf43,gucci,[0],[0],1240,1240,1240,0,0,0,0
128,5da81a506504fb65c4de3d0f,gucci,[0],[0],530,530,530,0,0,0,0
129,5da817a36504fb65c4de3b59,gucci,[0],[0],1510,1510,1510,0,0,0,0
130,5da81e56b25b035d1d17aed5,ancient greek sandals,[130.0],['5d0cc7b68a66a100014acdb0'],135,135,140,0,7.692307692,5d0cc7b68a66a100014acdb0,130
131,5da820ad6504fb65da004088,rené caovilla,[0],[0],620,620,620,0,0,0,0
132,5da821c36504fb65da0054bf,gucci,[0],[0],2250,2250,2250,0,0,0,0
133,5da821fa6504fb65da0057a5,gucci,[0],[0],1450,1450,1450,0,0,0,0
134,5da821d3b25b035d1d17bbe7,gucci,[0],[0],2850,2850,2850,0,0,0,0
135,5da8218b6504fb65da004fb0,gucci,[0],[0],1750,1750,1750,0,0,0,0
136,5da82216b25b035d1d17bfd5,gucci,[0],[0],2850,2850,2850,0,0,0,0
137,5da821f16504fb65da0056c4,gucci,[0],[0],2980,2980,2980,0,0,0,0
138,5da8217db25b035d1d17b6cb,gucci,[0],[0],1980,1980,1980,0,0,0,0
139,5da820986504fb65da003e27,gucci,[0],[0],3100,3100,3100,0,0,0,0
140,5da821056504fb65da0045c3,gucci,[0],[0],1600,1600,1600,0,0,0,0
141,5da821ba6504fb65da005407,gucci,[0],[0],1600,1600,1600,0,0,0,0
142,5da821746504fb65da004e60,gucci,[0],[0],1700,1700,1700,0,0,0,0
143,5da8219db25b035d1d17b8aa,gucci,[0],[0],3500,3500,3500,0,0,0,0
144,5da821a66504fb65da0051f7,gucci,[0],[0],1500,1500,1500,0,0,0,0
145,5da821aab25b035d1d17b9c0,gucci,[0],[0],980,980,980,0,0,0,0
146,5da82229b25b035d1d17c077,gucci,[0],[0],530,530,530,0,0,0,0
147,5da821ecb25b035d1d17bd87,gucci,[0],[0],590,590,590,0,0,0,0
148,5da822166504fb65da005a58,gucci,[0],[0],890,890,890,0,0,0,0
149,5da820926504fb65da003d28,gucci,[0],[0],630,630,630,0,0,0,0
150,5da820ad6504fb65da004047,gucci,[0],[0],1100,1100,1100,0,0,0,0
151,5da8217db25b035d1d17b6e2,gucci,[0],[0],1100,1100,1100,0,0,0,0
152,5da822166504fb65da005a4c,gucci,"[895.0, 890.0]","['5d0cc7b68a66a100014acdb0', '5da94e940ffeca000172b12a']",980,980,980,0,9.497206704,5d0cc7b68a66a100014acdb0,895
153,5da822166504fb65da005a4c,gucci,"[895.0, 890.0]","['5d0cc7b68a66a100014acdb0', '5da94e940ffeca000172b12a']",980,980,980,0,10.11235955,5da94e940ffeca000172b12a,890
154,5da822ad7f3e301b4504bb8f,gucci,[0],[0],690,690,690,0,0,0,0
155,5da821c76504fb65da005532,miu miu,[720.0],['5da94e940ffeca000172b12a'],1205,1205,1205,0,67.36111111,5da94e940ffeca000172b12a,720
156,5da82177b25b035d1d17b648,miu miu,[1001.0],['5da94e940ffeca000172b12a'],1435,1435,1435,0,43.35664336,5da94e940ffeca000172b12a,1001
157,5da821b16504fb65da005326,miu miu,[396.0],['5da94e940ffeca000172b12a'],665,665,665,0,67.92929293,5da94e940ffeca000172b12a,396
158,5da821786504fb65da004ed3,miu miu,[395.0],['5da94e940ffeca000172b12a'],570,570,570,0,44.30379747,5da94e940ffeca000172b12a,395
159,5da821d3b25b035d1d17bc0b,miu miu,[395.0],['5da94e940ffeca000172b12a'],570,570,570,0,44.30379747,5da94e940ffeca000172b12a,395
160,5da82165b25b035d1d17b55c,miu miu,[240.0],['5d0cc7b68a66a100014acdb0'],470,470,470,0,95.83333333,5d0cc7b68a66a100014acdb0,240
161,5da821f66504fb65da0056ff,miu miu,[0],[0],335,335,335,0,0,0,0
162,5db811dcd5424ee1f335331d,sorel,[0],[0],102,102,107,0,0,0,0
163,5da82229b25b035d1d17c0ad,galvan,[297.0],['5da94e940ffeca000172b12a'],475,475,475,0,59.93265993,5da94e940ffeca000172b12a,297
164,5da820a36504fb65da003f62,burberry,[0],[0],1550,1550,1550,0,0,0,0
165,5da81efa7861c2af6a5a92bd,hanro,[0],[0],51,51,56,0,0,0,0
166,5da81ad87d3a9baa211f7feb,sorel,[150.0],['5da94e940ffeca000172b12a'],150,150,155,0,3.333333333,5da94e940ffeca000172b12a,150
167,5da821056504fb65da0045ca,prada,[406.0],['5da94e940ffeca000172b12a'],535,535,535,0,31.77339901,5da94e940ffeca000172b12a,406
168,5da821096504fb65da004650,miu miu,[556.0],['5da94e940ffeca000172b12a'],795,795,795,0,42.98561151,5da94e940ffeca000172b12a,556
169,5da820d86504fb65da0041e3,miu miu,[553.0],['5da94e940ffeca000172b12a'],795,795,795,0,43.76130199,5da94e940ffeca000172b12a,553
170,5da8210e465e00845f490c71,miu miu,[518.0],['5da94e940ffeca000172b12a'],740,740,740,0,42.85714286,5da94e940ffeca000172b12a,518
171,5da821d3b25b035d1d17bbea,jw anderson,[0],[0],1350,540,540,810,0,0,0
172,5da821fa6504fb65da005746,acne studios,[0],[0],1470,1470,1470,0,0,0,0
173,5da821fa6504fb65da00574d,acne studios,[0],[0],210,210,210,0,0,0,0
174,5da8220f6504fb65da005983,acne studios,[1160.0],['5da94f4e6d97010001f81d72'],1200,1200,1200,0,3.448275862,5da94f4e6d97010001f81d72,1160
175,5da820926504fb65da003d34,acne studios,[0],[0],168,168,173,0,0,0,0
176,5da821926504fb65da004fdb,acne studios,[0],[0],182,182,187,0,0,0,0
177,5da821f4b25b035d1d17bde0,acne studios,[0],[0],170,119,124,51,0,0,0
178,5da821b4b25b035d1d17ba13,saint laurent,"[869.0, 1293.0]","['5da94ef80ffeca000172b12c', '5da94e940ffeca000172b12a']",2160,1296,1296,864,49.13693901,5da94ef80ffeca000172b12c,869
179,5da821b4b25b035d1d17ba13,saint laurent,"[869.0, 1293.0]","['5da94ef80ffeca000172b12c', '5da94e940ffeca000172b12a']",2160,1296,1296,864,0.232018561,5da94e940ffeca000172b12a,1293
180,5da821c36504fb65da0054d2,saint laurent,[0],[0],2565,2565,2565,0,0,0,0
181,5dcc1cf74c033d4acec101d1,staud,[0],[0],160,160,165,0,0,0,0
182,5da8208d6504fb65da003cec,off-white,[0],[0],655,655,655,0,0,0,0
183,5da81eeb7861c2af6a5a91c8,saint laurent,[365.0],['5da94e940ffeca000172b12a'],375,375,375,0,2.739726027,5da94e940ffeca000172b12a,365
184,5da8209c6504fb65da003e8b,saint laurent,[455.0],['5da94e940ffeca000172b12a'],465,465,465,0,2.197802198,5da94e940ffeca000172b12a,455
185,5da820956504fb65da003dbc,acne studios,[120.0],['5d0cc7b68a66a100014acdb0'],140,140,145,0,20.83333333,5d0cc7b68a66a100014acdb0,120
186,5da8217db25b035d1d17b6b3,alexander mcqueen,[0],[0],1595,797.5,797.5,797.5,0,0,0
187,5da81eff7f3e301b4504b914,loewe,[0],[0],1275,1275,1275,0,0,0,0
188,5da81d0f7861c2af6a5a8b53,jimmy choo,[276.0],['5da94e940ffeca000172b12a'],395,276.5,276.5,118.5,0.18115942,5da94e940ffeca000172b12a,276
189,5db80fbfd5424ee1f33523c6,jimmy choo,[0],[0],315,315,315,0,0,0,0
190,5dceb2f44c033d1dd2933185,wandler,[0],[0],655,655,655,0,0,0,0
191,5da821ce6504fb65d41c5954,miu miu,[1674.0],['5da94e940ffeca000172b12a'],2795,2795,2795,0,66.96535245,5da94e940ffeca000172b12a,1674
192,5da821f16504fb65da00567f,miu miu,[901.0],['5d0cc7b68a66a100014acdb0'],1820,1820,1820,0,101.9977802,5d0cc7b68a66a100014acdb0,901
193,5da822446504fb65c4de4155,miu miu,"[1018.0, 815.0, 1212.0]","['5d0cc7b68a66a100014acdb0', '5da94ef80ffeca000172b12c', '5da94e940ffeca000172b12a']",2025,2025,2025,0,98.9194499,5d0cc7b68a66a100014acdb0,1018
194,5da822446504fb65c4de4155,miu miu,"[1018.0, 815.0, 1212.0]","['5d0cc7b68a66a100014acdb0', '5da94ef80ffeca000172b12c', '5da94e940ffeca000172b12a']",2025,2025,2025,0,148.4662577,5da94ef80ffeca000172b12c,815
195,5da822446504fb65c4de4155,miu miu,"[1018.0, 815.0, 1212.0]","['5d0cc7b68a66a100014acdb0', '5da94ef80ffeca000172b12c', '5da94e940ffeca000172b12a']",2025,2025,2025,0,67.07920792,5da94e940ffeca000172b12a,1212
196,5da8267c6504fb65da005bf7,miu miu,[282.0],['5da94e940ffeca000172b12a'],570,570,570,0,102.1276596,5da94e940ffeca000172b12a,282
197,5da820116504fb65cea70290,christian louboutin,[1220.0],['5da94e940ffeca000172b12a'],1225,1225,1225,0,0.409836066,5da94e940ffeca000172b12a,1220
198,5da820ec6504fb65da0043aa,christian louboutin,[0],[0],975,975,975,0,0,0,0
199,5da820b16504fb65da0040e1,christian louboutin,[0],[0],1375,1375,1375,0,0,0,0
200,5da82148b25b035d1d17b352,christian louboutin,[0],[0],545,545,545,0,0,0,0
201,5da821096504fb65da004665,christian louboutin,[490.0],['5da94e940ffeca000172b12a'],495,495,495,0,1.020408163,5da94e940ffeca000172b12a,490
202,5da8207e7f3e301b4504ba4d,christian louboutin,[0],[0],595,595,595,0,0,0,0
203,5da81da97861c2af6a5a90f4,balenciaga,[0],[0],565,565,565,0,0,0,0
204,5da81f0b7861c2af6a5a9337,balenciaga,[0],[0],297.5,297.5,297.5,0,0,0,0
205,5da81ef4b25b035d1d17b184,balenciaga,[0],[0],395.5,395.5,395.5,0,0,0,0
206,5da821347f3e301b4504bac0,balenciaga,[545.0],['5da94f4e6d97010001f81d72'],565,565,565,0,3.669724771,5da94f4e6d97010001f81d72,545
207,5da81d7e7861c2af6a5a8f8e,balenciaga,[0],[0],1460,1460,1460,0,0,0,0
208,5da81f027861c2af6a5a92e5,balenciaga,[0],[0],1140,798,798,342,0,0,0
209,5da81ca16504fb65cb2617f1,jimmy choo,[0],[0],450,450,450,0,0,0,0
210,5da81d9a7d3a9baa211f83e3,christian louboutin,[760.0],['5da94e940ffeca000172b12a'],765,765,765,0,0.657894737,5da94e940ffeca000172b12a,760
211,5da81f0b7f3e301b4504b96d,golden goose,[0],[0],310,310,310,0,0,0,0
212,5da821fbb25b035d1d17be40,prada,[478.0],['5da94e940ffeca000172b12a'],1195,1195,1195,0,150,5da94e940ffeca000172b12a,478
213,5da821e5b25b035d1d17bd3e,prada,[317.0],['5da94e940ffeca000172b12a'],640,640,640,0,101.8927445,5da94e940ffeca000172b12a,317
214,5da821646504fb65da004d01,prada,[0],[0],670,670,670,0,0,0,0
215,5da821746504fb65da004e8e,prada,[292.0],['5da94e940ffeca000172b12a'],735,735,735,0,151.7123288,5da94e940ffeca000172b12a,292
216,5da8221d6504fb65da005b04,prada,[365.0],['5da94e940ffeca000172b12a'],735,735,735,0,101.369863,5da94e940ffeca000172b12a,365
217,5da8267c6504fb65da005bf3,prada,[365.0],['5da94e940ffeca000172b12a'],735,735,735,0,101.369863,5da94e940ffeca000172b12a,365
218,5da820f26504fb65da00440e,balenciaga,[0],[0],785,785,785,0,0,0,0
219,5da820cc6504fb65da004164,the row,[925.0],['5da94e940ffeca000172b12a'],950,950,950,0,2.702702703,5da94e940ffeca000172b12a,925
220,5da8202e6504fb65da003811,giuseppe zanotti,[690.0],['5da94f270ffeca000172b12e'],730,730,730,0,5.797101449,5da94f270ffeca000172b12e,690
221,5da81f027861c2af6a5a92d7,giuseppe zanotti,[0],[0],560,560,560,0,0,0,0
222,5da81f5d7861c2af6a5a9686,prada,[647.0],['5da94e940ffeca000172b12a'],930,930,930,0,43.74034003,5da94e940ffeca000172b12a,647
223,5da820756504fb65da003b2f,prada,[0],[0],610,610,610,0,0,0,0
224,5da8211e6504fb65da0047c9,prada,[363.0],['5da94e940ffeca000172b12a'],610,610,610,0,68.04407713,5da94e940ffeca000172b12a,363
225,5da82080b25b035d1d17b283,prada,[647.0],['5da94e940ffeca000172b12a'],930,930,930,0,43.74034003,5da94e940ffeca000172b12a,647
226,5da81fc07f3e301b4504b9e2,prada,[581.0],['5da94e940ffeca000172b12a'],835,835,835,0,43.71772806,5da94e940ffeca000172b12a,581
